job_position_id,ref_requested_at,ref_requested_date,ref_completed_at,ref_completed_date,ref_approved_at,ref_approved_date,is_mandatory,ref_package_name,ref_form_name,cr_created_at,marked_compliant_at,requested_to_completed_time,completed_to_reviewed_time,requested_to_reviewed_time,requested_to_compliant_time,ref_status,ref_approval_status,requested_to_completed_days,completed_to_reviewed_days,requested_to_reviewed_days,requested_to_compliant_days,requested_to_completed_category,completed_to_reviewed_category,requested_to_reviewed_category,requested_to_compliant_category
14234,2023-10-11 11:15:08.708000,2023-10-11,,,,,false,,Date Ref,,,,,,,SENT,Requested,,,,,,,,
14234,2023-10-11 11:12:57.854000,2023-10-11,2023-10-11 11:13:15.217000,2023-10-11,,,false,,Date Ref,,,17.363,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
14234,2023-10-11 11:07:34.385000,2023-10-11,2023-10-11 11:10:04.182000,2023-10-11,,,false,,Date Ref,,,149.797,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
4064,2019-11-01 14:47:57.463000,2019-11-01,,,,,false,,Reference form 848,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
4064,2019-11-01 14:44:24.725000,2019-11-01,2019-11-01 14:46:22.702000,2019-11-01,2019-11-01 14:47:31.040000,2019-11-01,false,,Reference form 848,,,117.977,68.338,186.315,,APPROVED,Approved,1,1,1,,Low,Low,Low,
4064,2019-11-01 14:46:31.545000,2019-11-01,2019-11-01 14:47:09.909000,2019-11-01,2019-11-01 14:47:37.431000,2019-11-01,false,,Reference form 848,,,38.364,27.522,65.886,,DENIED,Declined,1,1,1,,Low,Low,Low,
15084,2024-12-20 09:57:18.202000,2024-12-20,,,,,false,,New form,,,,,,,SENT,Requested,,,,,,,,
2264,2019-06-27 16:16:58.837000,2019-06-27,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2264,2019-06-27 16:12:21.008000,2019-06-27,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2264,2019-06-27 16:11:22.925000,2019-06-27,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3468,2019-09-05 06:43:33.854000,2019-09-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3468,2019-09-05 06:43:33.853000,2019-09-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3468,2019-09-05 06:43:33.852000,2019-09-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3468,2019-09-05 06:43:33.851000,2019-09-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3468,2019-09-05 06:43:33.849000,2019-09-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3984,2019-10-28 08:44:30.231000,2019-10-28,,,,,false,,Advanced Nurse Practitionerr Reference Form,,,,,,,SENT,Requested,,,,,,,,
1946,2019-05-13 09:19:06.320000,2019-05-13,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1946,2019-05-13 09:19:06.321000,2019-05-13,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
4514,2020-01-17 08:16:35.311000,2020-01-17,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4865,2020-02-21 08:49:16.339000,2020-02-21,,,,,false,,Carer Reference Form,,,,,,,SENT,Requested,,,,,,,,
12913,2024-01-10 12:02:54.127000,2024-01-10,2024-01-10 12:03:49.791000,2024-01-10,2024-09-05 10:10:31.951000,2024-09-05,false,,Brand-new Reference Form,,,55.664,20642802.16,20642857.824,,DENIED,Declined,1,239,239,,Low,High,High,
12913,2024-09-17 11:21:54.698000,2024-09-17,2024-11-15 09:35:51.333000,2024-11-15,,,false,,Brand-new Reference Form,,,5091236.635,,,,AWAITING_APPROVAL,Submitted,59,,,,High,,,
12913,2024-09-24 08:17:33.085000,2024-09-24,2025-03-18 13:47:10.293000,2025-03-18,,,false,,Brand-new Reference Form,,,15139777.208,,,,AWAITING_APPROVAL,Submitted,176,,,,High,,,
12913,2024-08-06 07:55:12.224000,2024-08-06,,,,,false,,Brand-new Reference Form,,,,,,,OPENED,Requested,,,,,,,,
12913,2024-06-13 07:39:39.825000,2024-06-13,,,,,false,,Brand-new Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
3208,2019-08-16 13:16:37.257000,2019-08-16,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3208,2019-08-16 13:16:37.255000,2019-08-16,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4843,2020-02-18 10:32:22.937000,2020-02-18,2020-02-18 10:33:16.349000,2020-02-18,,,false,,Doctor Reference Form,,,53.412,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
3697,2019-10-10 08:44:10.362000,2019-10-10,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
2016,2019-05-17 08:26:13.624000,2019-05-17,2019-05-17 11:55:11.569000,2019-05-17,,,false,,Doctor Reference Form,,,12537.945,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2016,2019-05-17 08:26:13.622000,2019-05-17,2019-05-17 08:37:14.696000,2019-05-17,,,false,,Doctor Reference Form,,,661.074,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
16393,2024-08-19 17:40:00.438000,2024-08-19,2024-08-19 17:41:34.504000,2024-08-19,,,false,,ccc,,,94.066,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
16393,2024-08-19 17:16:15.340000,2024-08-19,2024-08-19 17:38:54.420000,2024-08-19,,,false,,ccc,,,1359.08,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
16393,2024-08-19 17:00:23.404000,2024-08-19,2024-08-19 17:14:10.068000,2024-08-19,,,false,,ccc,,,826.664,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
16393,2024-08-19 16:06:54.932000,2024-08-19,2024-08-19 16:59:36.080000,2024-08-19,,,false,,ccc,,,3161.148,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
16393,2024-08-19 15:44:05.339000,2024-08-19,2024-08-19 15:58:15.026000,2024-08-19,,,false,,ccc,,,849.687,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
16393,2024-08-19 15:40:39.767000,2024-08-19,,,,,false,,ccc,,,,,,,OPENED,Requested,,,,,,,,
16393,2024-08-19 11:05:14.360000,2024-08-19,2024-08-19 11:05:51.248000,2024-08-19,2024-08-19 11:06:14.999000,2024-08-19,false,,ccc,,,36.888,23.751,60.639,,APPROVED,Approved,1,1,1,,Low,Low,Low,
16393,2024-08-19 11:03:18.307000,2024-08-19,2024-08-19 11:03:56.822000,2024-08-19,2024-08-22 12:42:35.810000,2024-08-22,false,,ccc,,,38.515,265118.988,265157.503,,DENIED,Declined,1,4,4,,Low,High,High,
16393,2024-08-14 15:30:05.235000,2024-08-14,,,,,false,,ccc,,,,,,,OPENED,Requested,,,,,,,,
16393,2024-08-14 12:55:34.820000,2024-08-14,,,,,false,,ccc,,,,,,,SENT,Requested,,,,,,,,
16393,2024-08-19 10:11:53.679000,2024-08-19,2024-08-19 10:16:48.559000,2024-08-19,2024-08-19 11:02:29.426000,2024-08-19,false,,ccc,,,294.88,2740.867,3035.747,,APPROVED,Approved,1,1,1,,Low,Low,Low,
16393,2024-08-15 16:52:50.087000,2024-08-15,2024-08-15 16:53:46.354000,2024-08-15,2024-08-19 11:00:59.793000,2024-08-19,false,,ccc,,,56.267,324433.439,324489.706,,DENIED,Declined,1,4,4,,Low,High,High,
16393,2024-08-19 10:01:40.182000,2024-08-19,2024-08-19 10:02:36.799000,2024-08-19,2024-08-19 10:57:03.855000,2024-08-19,false,,ccc,,,56.617,3267.056,3323.673,,DENIED,Declined,1,1,1,,Low,Low,Low,
16393,2024-08-19 07:41:54.324000,2024-08-19,2024-08-19 07:42:34.577000,2024-08-19,2024-08-19 10:58:58.369000,2024-08-19,false,,ccc,,,40.253,11783.792,11824.045,,DENIED,Declined,1,1,1,,Low,Low,Low,
16393,2024-08-13 16:04:00.880000,2024-08-13,,,,,false,,ccc,,,,,,,SENT,Requested,,,,,,,,
16393,2024-08-13 15:54:58.998000,2024-08-13,,,,,false,,ccc,,,,,,,SENT,Requested,,,,,,,,
16393,2024-08-20 07:31:11.928000,2024-08-20,,,,,false,,ccc,,,,,,,SENT,Requested,,,,,,,,
16393,2024-08-13 14:59:03.835000,2024-08-13,,,,,false,,ccc,,,,,,,SENT,Requested,,,,,,,,
16393,2024-08-21 15:15:37.769000,2024-08-21,2024-08-21 15:20:25.692000,2024-08-21,2024-11-27 15:58:59.023000,2024-11-27,false,,ccc,,,287.923,8469513.331,8469801.254,,APPROVED,Approved,1,99,99,,Low,High,High,
16393,2024-08-20 07:13:04.722000,2024-08-20,2024-08-20 07:21:23.332000,2024-08-20,,,false,,ccc,,,498.61,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
16393,2024-08-16 13:10:50.069000,2024-08-16,,,,,false,,ccc,,,,,,,SENT,Requested,,,,,,,,
16393,2024-08-20 06:49:54.651000,2024-08-20,2024-08-20 07:07:47.315000,2024-08-20,2024-11-28 11:15:25.974000,2024-11-28,false,,ccc,,,1072.664,8654858.659,8655931.323,,DENIED,Declined,1,101,101,,Low,High,High,
14996,2024-10-31 14:52:40.245000,2024-10-31,,,,,false,,111_SignHere,,,,,,,SENT,Requested,,,,,,,,
14996,2024-11-01 11:35:47.272000,2024-11-01,2024-11-01 11:36:50.007000,2024-11-01,,,false,,111_SignHere,,,62.735,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
14996,2024-10-31 08:51:06.101000,2024-10-31,2024-10-31 08:52:49.686000,2024-10-31,,,false,,111_SignHere,,,103.585,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
14996,2024-10-30 07:37:14.927000,2024-10-30,2024-10-30 07:38:36.861000,2024-10-30,2024-10-31 08:33:04.290000,2024-10-31,false,,111_SignHere,,,81.934,89667.429,89749.363,,APPROVED,Approved,1,2,2,,Low,Low,Low,
14996,2024-10-29 08:04:09.310000,2024-10-29,2024-10-29 08:05:30.275000,2024-10-29,2024-10-30 09:11:28.313000,2024-10-30,false,,111_SignHere,,,80.965,90358.038,90439.003,,DENIED,Declined,1,2,2,,Low,Low,Low,
7450,2020-11-13 09:33:18.886000,2020-11-13,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
7450,2020-11-13 09:33:24.521000,2020-11-13,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
7450,2020-11-13 09:33:11.256000,2020-11-13,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
227,2019-05-27 08:58:18.809000,2019-05-27,2019-05-27 09:00:17.188000,2019-05-27,2019-05-27 16:20:07.707000,2019-05-27,false,,Doctor Reference Form,,,118.379,26390.519,26508.898,,DENIED,Declined,1,1,1,,Low,Low,Low,
227,2019-05-27 08:57:59.404000,2019-05-27,2019-05-27 08:59:05.874000,2019-05-27,,,false,,Doctor Reference Form,,,66.47,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2987,2019-07-31 09:36:51.870000,2019-07-31,,,,,false,,Administrator Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
3336,2019-10-03 09:20:35.156000,2019-10-03,2019-10-03 09:21:10.808000,2019-10-03,,,false,,Doctor Reference Form,,,35.652,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
1290,2019-09-23 10:03:34.800000,2019-09-23,2019-09-23 10:29:22.904000,2019-09-23,,,false,,Doctor Reference Form,,,1548.104,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2253,2019-06-22 13:24:26.776000,2019-06-22,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
1586,2019-04-23 08:02:01.109000,2019-04-23,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1586,2019-04-10 09:44:59.415000,2019-04-10,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1586,2019-04-10 09:44:59.398000,2019-04-10,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1586,2019-04-10 09:44:59.397000,2019-04-10,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1586,2019-04-10 09:37:10.654000,2019-04-10,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
917,2018-12-07 13:16:48.632000,2018-12-07,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1586,2019-04-10 09:37:10.667000,2019-04-10,2019-04-23 08:01:03.842000,2019-04-23,,,false,,Doctor Reference Form,,,1117433.175,,,,AWAITING_APPROVAL,Submitted,13,,,,High,,,
16393,2024-08-22 10:58:36.381000,2024-08-22,,,,,false,,test survey,,,,,,,SENT,Requested,,,,,,,,
16393,2024-08-22 10:54:31.938000,2024-08-22,,,,,false,,test survey,,,,,,,SENT,Requested,,,,,,,,
8606,2023-11-10 12:17:43.350000,2023-11-10,,,,,false,,@@,,,,,,,SENT,Requested,,,,,,,,
8606,2024-02-15 08:17:45.213000,2024-02-15,,,,,false,,@@,,,,,,,OPENED,Requested,,,,,,,,
8606,2024-02-15 08:16:59.499000,2024-02-15,,,,,false,,@@,,,,,,,SENT,Requested,,,,,,,,
8606,2023-11-02 07:47:52.319000,2023-11-02,,,,,false,,@@,,,,,,,SENT,Requested,,,,,,,,
8606,2023-10-24 12:03:16.038000,2023-10-24,,,,,false,,@@,,,,,,,SENT,Requested,,,,,,,,
8606,2023-11-20 13:37:02.218000,2023-11-20,,,,,false,,@@,,,,,,,SENT,Requested,,,,,,,,
8606,2022-10-07 15:27:50.234000,2022-10-07,,,,,false,,@@,,,,,,,SENT,Requested,,,,,,,,
13035,2025-03-13 16:45:04.202000,2025-03-13,,,,,false,,asfasf,,,,,,,SENT,Requested,,,,,,,,
2594,2019-07-16 08:01:13.181000,2019-07-16,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
2594,2019-07-16 08:01:13.169000,2019-07-16,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
920,2018-12-11 12:35:10.104000,2018-12-11,,,,,false,,Physiotherapist rrrr Reference Form,,,,,,,SENT,Requested,,,,,,,,
920,2018-12-11 12:35:10.103000,2018-12-11,,,,,false,,Physiotherapist rrrr Reference Form,,,,,,,SENT,Requested,,,,,,,,
920,2018-12-11 12:35:10.101000,2018-12-11,,,,,false,,Physiotherapist rrrr Reference Form,,,,,,,SENT,Requested,,,,,,,,
920,2018-12-11 12:35:10.099000,2018-12-11,,,,,false,,Physiotherapist rrrr Reference Form,,,,,,,SENT,Requested,,,,,,,,
11615,2023-12-29 11:08:05.014000,2023-12-29,,,,,false,,New form,,,,,,,SENT,Requested,,,,,,,,
10887,2023-08-30 07:15:29.769000,2023-08-30,,,,,false,,asfasf,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
3038,2019-08-02 13:21:01.290000,2019-08-02,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3889,2019-10-11 12:36:32.439000,2019-10-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
888,2018-12-10 15:19:48.106000,2018-12-10,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
888,2018-12-10 15:19:48.105000,2018-12-10,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
888,2018-12-10 15:19:48.104000,2018-12-10,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
888,2018-12-10 15:19:48.095000,2018-12-10,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
888,2018-12-10 15:19:48.103000,2018-12-10,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
888,2018-12-04 11:59:29.662000,2018-12-04,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
888,2018-12-03 09:51:55.232000,2018-12-03,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
888,2018-12-03 09:51:55.230000,2018-12-03,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
888,2018-12-03 09:51:55.214000,2018-12-03,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3723,2019-10-03 08:05:21.367000,2019-10-03,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
3723,2019-10-03 08:05:17.948000,2019-10-03,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
3723,2019-10-03 08:01:22.769000,2019-10-03,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
3723,2019-10-03 08:01:48.937000,2019-10-03,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
906,2018-12-05 09:26:33.500000,2018-12-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
906,2018-12-05 09:28:44.282000,2018-12-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
906,2018-12-05 09:28:44.280000,2018-12-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
906,2018-12-05 09:28:44.279000,2018-12-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3634,2019-10-10 08:16:52.974000,2019-10-10,2019-10-10 08:22:36.735000,2019-10-10,,,false,,Doctor Reference Form,,,343.761,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
4261,2019-11-12 15:55:15.750000,2019-11-12,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
2387,2019-09-12 07:54:35.000000,2019-09-12,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2387,2019-12-10 11:05:16.737000,2019-12-10,2019-12-10 11:06:55.279000,2019-12-10,,,false,,Doctor Reference Form,,,98.542,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
1583,2019-04-10 09:14:51.747000,2019-04-10,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1583,2019-04-10 09:14:51.746000,2019-04-10,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1583,2019-04-10 09:14:51.745000,2019-04-10,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1583,2019-04-10 09:14:51.744000,2019-04-10,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1583,2019-04-10 09:10:29.688000,2019-04-10,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
1583,2019-04-10 09:10:29.690000,2019-04-10,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1583,2019-04-10 09:10:29.687000,2019-04-10,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1583,2019-04-10 09:08:45.842000,2019-04-10,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1583,2019-04-10 09:14:51.748000,2019-04-10,2019-04-23 07:33:23.567000,2019-04-23,,,false,,Doctor Reference Form,,,1117111.819,,,,AWAITING_APPROVAL,Submitted,13,,,,High,,,
15282,2024-11-28 13:01:11.903000,2024-11-28,,,,,false,,New form,,,,,,,SENT,Requested,,,,,,,,
9101,2022-03-21 13:27:28.747000,2022-03-21,2022-03-21 13:28:17.839000,2022-03-21,2022-03-21 13:28:50.535000,2022-03-21,false,,<img src=x onerror=alert(123)>,,,49.092,32.696,81.788,,APPROVED,Approved,1,1,1,,Low,Low,Low,
3440,2019-09-02 14:56:59.776000,2019-09-02,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
8755,2021-09-21 12:54:38.954000,2021-09-21,2021-09-21 12:56:19.724000,2021-09-21,,,false,,Doctor Reference Form,,,100.77,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
909,2018-12-05 16:40:15.194000,2018-12-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
909,2018-12-05 16:40:15.193000,2018-12-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
909,2018-12-05 16:40:15.191000,2018-12-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
909,2018-12-05 16:40:15.189000,2018-12-05,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2847,2019-07-22 09:39:19.203000,2019-07-22,,,,,false,,Advanced Nurse Practitionerr Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
2847,2019-07-22 09:39:19.199000,2019-07-22,,,,,false,,Advanced Nurse Practitionerr Reference Form,,,,,,,SENT,Requested,,,,,,,,
3601,2019-09-20 16:30:28.308000,2019-09-20,2019-09-20 16:31:21.624000,2019-09-20,,,false,,Doctor Reference Form,,,53.316,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
894,2018-12-03 16:50:36.550000,2018-12-03,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
894,2018-12-03 16:50:36.549000,2018-12-03,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
894,2018-12-03 16:50:36.548000,2018-12-03,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
894,2018-12-03 16:50:36.546000,2018-12-03,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
894,2018-12-03 16:50:36.545000,2018-12-03,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
894,2018-12-03 16:50:36.544000,2018-12-03,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
894,2018-12-03 16:50:36.543000,2018-12-03,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
894,2018-12-03 16:50:36.542000,2018-12-03,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
894,2018-12-03 16:50:36.541000,2018-12-03,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
894,2018-12-03 16:50:36.539000,2018-12-03,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
5457,2020-03-24 11:30:03.563000,2020-03-24,2020-03-24 11:31:05.151000,2020-03-24,2020-03-24 11:32:04.515000,2020-03-24,false,,Doctor Reference Form,,,61.588,59.364,120.952,,DENIED,Declined,1,1,1,,Low,Low,Low,
4290,2019-11-13 10:46:31.074000,2019-11-13,,,,,false,,Reference form 848,,,,,,,OPENED,Requested,,,,,,,,
4290,2019-11-13 10:46:37.618000,2019-11-13,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
925,2018-12-12 09:57:12.182000,2018-12-12,,,,,false,,Physiotherapist rrrr Reference Form,,,,,,,SENT,Requested,,,,,,,,
925,2018-12-12 09:57:12.181000,2018-12-12,,,,,false,,Physiotherapist rrrr Reference Form,,,,,,,SENT,Requested,,,,,,,,
925,2018-12-12 09:57:12.180000,2018-12-12,,,,,false,,Physiotherapist rrrr Reference Form,,,,,,,SENT,Requested,,,,,,,,
925,2018-12-12 09:57:12.172000,2018-12-12,,,,,false,,Physiotherapist rrrr Reference Form,,,,,,,SENT,Requested,,,,,,,,
3353,2019-12-12 07:19:06.953000,2019-12-12,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2604,2019-07-16 08:12:15.692000,2019-07-16,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
1936,2019-05-04 13:00:00.174000,2019-05-04,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1936,2019-05-04 13:00:00.209000,2019-05-04,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1936,2019-05-04 13:00:00.207000,2019-05-04,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1936,2019-05-04 13:00:00.206000,2019-05-04,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1936,2019-05-04 13:00:00.204000,2019-05-04,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1936,2019-05-04 13:00:00.201000,2019-05-04,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
9393,2022-04-08 07:43:05.396000,2022-04-08,,,,,false,,<img src=x onerror=alert('name');>,,,,,,,SENT,Requested,,,,,,,,
1660,2019-04-17 12:57:17.058000,2019-04-17,2019-04-17 13:00:30.143000,2019-04-17,,,false,,Doctor Reference Form,,,193.085,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
3887,2019-10-11 13:36:44.220000,2019-10-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
15720,2024-06-18 08:58:11.955000,2024-06-18,2024-06-18 08:59:30.625000,2024-06-18,2024-07-09 07:39:39.562000,2024-07-09,false,,Cold Rainy Summer,,,78.67,1809608.937,1809687.607,,APPROVED,Approved,1,21,21,,Low,High,High,
17474,2024-10-07 17:02:31.790000,2024-10-07,,,,,false,,NewRefForm,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
17474,2024-10-07 16:58:30.990000,2024-10-07,,,,,false,,NewRefForm,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
12968,2023-10-27 12:41:40.753000,2023-10-27,2023-10-27 12:45:33.520000,2023-10-27,,,false,,Administrator Reference Form,,,232.767,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
12058,2023-07-20 12:57:40.902000,2023-07-20,2023-07-20 12:58:12.208000,2023-07-20,,,false,,Test Form,,,31.306,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
1755,2019-04-22 09:10:33.407000,2019-04-22,2019-04-22 09:14:16.135000,2019-04-22,,,false,,Carer Reference Form,,,222.728,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
1755,2019-04-22 09:10:33.403000,2019-04-22,,,,,false,,Carer Reference Form,,,,,,,SENT,Requested,,,,,,,,
1755,2019-04-22 09:21:47.362000,2019-04-22,,,,,false,,Carer Reference Form,,,,,,,SENT,Requested,,,,,,,,
16393,2024-10-31 14:11:02.553000,2024-10-31,,,,,false,,RESPONSIVE,,,,,,,OPENED,Requested,,,,,,,,
16393,2024-11-07 13:19:56.697000,2024-11-07,,,,,false,,RESPONSIVE,,,,,,,SENT,Requested,,,,,,,,
8792,2021-12-02 11:20:12.422000,2021-12-02,,,,,false,,Reference form 1382,,,,,,,SENT,Requested,,,,,,,,
8792,2021-12-02 07:23:41.228000,2021-12-02,,,,,false,,Reference form 1382,,,,,,,SENT,Requested,,,,,,,,
8792,2021-09-30 11:54:31.908000,2021-09-30,,,,,false,,Reference form 1382,,,,,,,SENT,Requested,,,,,,,,
20505,2025-01-21 09:59:56.946000,2025-01-21,2025-01-21 10:00:34.472000,2025-01-21,,,false,,phone test,,,37.526,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
13507,2023-09-07 14:59:49.170000,2023-09-07,2023-11-21 14:33:07.994000,2023-11-21,,,false,,Reference form,,,6478398.824,,,,AWAITING_APPROVAL,Submitted,75,,,,High,,,
942,2020-01-20 12:25:46.642000,2020-01-20,2020-01-20 12:26:48.603000,2020-01-20,2020-01-20 12:28:28.620000,2020-01-20,false,,Administrator Reference Form,,,61.961,100.017,161.978,,APPROVED,Approved,1,1,1,,Low,Low,Low,
